"mine_basin","HYBAS_ID","distance","downstream"
"1121673630",1120119452,68914.716421158,1
"1121673430",1120119590,65912.2948538692,1
"1120115550",1120119920,57544.5095674512,1
"1120115560",1120119920,57125.7496320077,1
"1120118450",1120119920,49988.1065927811,1
"1120118460",1120119920,55039.3624892246,1
"1121673630",1120119920,70521.4720918915,1
"1120115550",1120119980,46452.3016747069,1
"1120115560",1120119980,45227.0474681859,1
"1121673630",1120119980,58380.6541353156,1
"1120118450",1120120160,47110.8292935711,1
"1120118460",1120120160,51612.2497645271,1
"1121674300",1120120160,61709.4979716812,1
"1120118450",1120120510,47909.1723875478,1
"1120118460",1120120510,51575.8048911024,1
"1121674300",1120120510,63346.1004600922,1
"1120118450",1120120620,22096.3714855598,1
"1120118460",1120120620,20394.5600260445,1
"1121674300",1120120620,38229.3913768279,1
"1120118450",1120120700,40032.3918563655,1
"1120118460",1120120700,39330.2755337201,1
"1121674300",1120120700,56647.3594360919,1
"1120121210",1120121060,14951.5450941725,1
"1120118450",1120121220,37656.7990596671,1
"1120118460",1120121220,38494.5513195237,1
"1121674300",1120121220,54395.0130658318,1
"1120120930",1120121280,18971.4360141011,1
"1120121210",1120121280,22582.7419719774,1
"1121675750",1120121390,13186.3245277262,0
"1120118450",1120121400,39381.2036647753,1
"1120118460",1120121400,42599.6258417042,1
"1121674300",1120121400,55290.3642983454,1
"1120118450",1120121410,42198.6891184748,1
"1120118460",1120121410,44240.2732811518,1
"1121674300",1120121410,58666.4567030823,1
"1120121540",1120121540,0,0
"1120122460",1120121540,23963.6483941272,1
"1121675750",1120121540,11627.2857062902,0
"1121676620",1120121540,20501.421047945,1
"1121673430",1120121600,68764.7364102925,1
"1120122270",1120122270,0,0
"1121677130",1120122270,15561.5213155512,1
"1120122370",1120122370,0,0
"1121676620",1120122380,9432.1457066613,0
"1121676620",1120122460,16075.4144981993,0
"1121673430",1120123290,74740.4342349087,1
"1120123950",1120123950,0,0
"1120124410",1120123950,18758.0666881805,1
"1120124410",1120124500,8805.41313626614,1
"1120123950",1120124560,7982.57406147335,0
"1120124410",1120124560,10791.0637273433,1
"1120123950",1120124620,13916.1769715333,0
"1120129900",1120128910,54039.8910007063,1
"1121679810",1120128910,45026.1854221297,1
"1121679840",1120128910,51694.1480066638,1
"1121679810",1120128960,57474.3262128903,1
"1121679840",1120128960,64300.5847116655,1
"1120129900",1120128970,63286.3361135162,1
"1121679810",1120128970,52986.8521745474,1
"1121679840",1120128970,59835.2694680128,1
"1121685870",1120129210,90076.0026333163,1
"1120129900",1120129290,9610.92088818315,1
"1121679810",1120129290,16559.4800559654,1
"1121679840",1120129290,17166.8907370162,1
"1121679810",1120129370,62516.6497495342,1
"1120129900",1120129380,25229.2550866554,1
"1121679810",1120129380,12737.5741133021,1
"1121679840",1120129380,19458.3954238526,1
"1121685870",1120129470,94660.4247333206,1
"1121685870",1120129480,79241.4589264595,1
"1120129900",1120129510,48101.6694775778,1
"1121679810",1120129510,37323.6239250873,1
"1121679840",1120129510,44160.2961678135,1
"1120129900",1120129520,32153.1829567671,1
"1121679810",1120129520,21344.4386133563,1
"1121679840",1120129520,28021.0394544006,1
"1120129900",1120129670,31841.6026679486,1
"1121679810",1120129670,29184.9232064154,1
"1121679840",1120129670,34259.9270184579,1
"1120129900",1120129810,41529.8078548738,1
"1121679810",1120129810,30931.2842374209,1
"1121679840",1120129810,37704.7526976265,1
"1120129900",1120129900,0,0
"1121679840",1120129900,14495.1341338544,0
"1121679840",1120129960,28486.9811814628,0
"1120134760",1120132090,76106.22117376,1
"1120134760",1120132280,81567.2964234094,1
"1121685870",1120132440,68383.0910193275,1
"1120132800",1120132460,13480.9162908896,1
"1120134760",1120132460,89687.7700485651,1
"1120132800",1120132470,18168.0235711624,1
"1120134760",1120132620,81630.1066891495,1
"1120132800",1120132720,27080.3620192907,1
"1121685870",1120132780,61990.664200115,1
"1120134760",1120132790,67383.2946947105,1
"1120132800",1120132820,38659.6338816865,1
"1120132800",1120132960,29504.4045390228,1
"1120132800",1120132970,34950.4227698382,1
"1120132800",1120132980,37017.4696473783,1
"1120132800",1120132990,40292.3718882083,1
"1120134760",1120133310,56346.3380348663,1
"1120132800",1120133360,48260.84931299,1
"1120134760",1120134260,25545.260898309,1
"1121685870",1120134360,55150.2843134761,1
"1120134760",1120134450,16916.0908465258,1
"1120134760",1120134760,0,0
"1121685870",1120134920,38148.5287643813,1
"1120134760",1120135500,10818.9325804218,0
"1120134760",1120135580,10918.5772325386,0
"1121682930",1120137210,9589.15925297546,1
"1121682930",1120138150,17418.82511276,1
"1121682930",1120138330,26685.1052012009,1
"1121682930",1120138620,30468.4483004867,1
"1121683820",1120139040,13645.4015134549,1
"1121682930",1120139340,41516.8512454982,1
"1121683820",1120139400,7333.09794518408,1
"1121683820",1120139560,32258.581037602,1
"1121683820",1120139700,28586.0676975399,1
"1121683820",1120139780,21702.1399640982,1
"1121683820",1120139790,36625.0565179727,1
"1121682930",1120140440,51021.6481874559,1
"1121682930",1120141340,56666.7978258258,1
"1121685970",1120141480,12611.2942774695,1
"1121685970",1120141730,29410.3087284072,1
"1121682930",1120141740,67932.1453356403,1
"1121685970",1120141740,22955.9902863755,1
"1120142200",1120142200,0,0
"1121685620",1120142200,11214.6228434075,1
"1120142200",1120142281,11137.0551976236,1
"1121685620",1120142281,22252.8642411838,1
"1120142200",1120142282,11439.7321480579,1
"1121685620",1120142282,22542.8622986098,1
"1120142200",1120142781,13884.9879250569,1
"1121685620",1120142781,25097.5733532667,1
"1120142200",1120142782,19904.1940539734,1
"1121685620",1120142782,29481.7917592849,1
"1121685970",1120142981,39654.8457437854,1
"1121685970",1120142982,43312.4548919806,1
