cluster,region,district,distype,subdist,ea,locality,eacode,v9,dist_new,latitude,longitude
58,1,8,2,0,93,19,108200093,Tarkwa Nsuaem,108,5.2769399,-2.00085
393,4,3,1,0,7,1,403100007,Ketu South,403,6.0394702,1.02625
241,3,1,2,0,168,12,301200168,Weija (Ga South),301,5.5409498,-.40610999
239,3,1,2,0,96,12,301200096,Weija (Ga South),301,5.5269299,-.40285
220,2,14,2,0,173,1,214200173,Assin North,214,5.7024999,-1.28423
375,3,9,1,0,131,16,309100131,Dangbe West,309,5.7031102,-.032570999
477,4,15,1,0,110,1,415100110,Krachi East,415,7.8741999,.30596301
100,1,14,1,0,177,30,114100177,Sefwi Wiawso,114,6.3861799,-2.6589
316,3,4,3,7,89,4,304307089,AMA  - Ayawaso Central,304,5.59168,-.21387
370,3,8,3,3,58,4,308303058,Kpone Katamanso,308,5.7241302,-.0088400003
1135,10,3,1,0,91,1,1003100091,Wa East,1003,10.2771,-1.83825
1104,9,9,2,0,340,30,909200340,Bawku Municipal,909,11.1274,-.25234699
255,3,1,2,0,682,1,301200682,Weija (Ga South),301,5.6918602,-.50243998
156,2,5,1,0,152,1,205100152,Ajumanku / Enyan / Essiam,205,5.4671502,-.94523299
77,1,11,1,0,28,1,111100028,Wassa Amenfi West,111,5.6653199,-2.4109099
80,1,11,1,0,118,13,111100118,Wassa Amenfi West,111,5.74366,-2.2841699
105,1,15,1,0,68,10,115100068,Sefwi Bibiani-Ahwiaso Bekwai,115,6.2537599,-2.2229099
568,5,12,1,0,20,4,512100020,Fanteakwa,512,6.2973199,-.41371199
681,6,14,3,1,263,27,614301263,KMA    - Kwadaso,614,6.7198501,-1.65465
400,4,3,1,0,190,18,403100190,Ketu South,403,6.0751901,1.0342799
1036,9,4,2,0,101,7,904200101,Bolgatanga,904,10.7846,-.85584098
1014,9,2,1,0,2,1,902100002,Kasena Nankana West,902,10.8465,-1.25123
989,8,18,1,0,102,1,818100102,Bunkpurugu Yonyo,818,10.4847,-.015386
359,3,8,3,1,22,3,308301022,Tema West,308,5.6350198,-.0084499996
677,6,14,3,1,102,11,614301102,KMA    - Kwadaso,614,6.6898398,-1.65448
99,1,14,1,0,122,1,114100122,Sefwi Wiawso,114,6.3227201,-2.59918
583,5,14,1,0,86,8,514100086,Kwaebibirem,514,6.08359,-.69921899
964,8,12,1,0,254,33,812100254,Tolon Kumbugu,812,9.6226702,-1.00939
942,8,11,3,1,79,11,811301079,Tamale South,811,9.3832798,-.86884397
134,2,2,3,2,56,9,202302056,Cape Coast   North,202,5.1543798,-1.27806
922,8,8,1,0,83,12,808100083,Nanumba North,808,8.8579302,.055744
1004,8,20,1,0,240,40,820100240,West Mamprusi,820,10.5799,-.87391597
542,5,7,2,0,45,1,507200045,New Juaben Municipal,507,6.0883498,-.25523201
571,5,12,1,0,137,1,512100137,Fanteakwa,512,6.5054202,-.32664201
1176,10,7,1,0,61,1,1007100061,Sissala West,1007,10.8894,-2.46575
245,3,1,2,0,316,13,301200316,Weija (Ga South),301,5.5530601,-.3251
309,3,4,3,6,30,1,304306030,AMA  - Ayawaso East,304,5.5782099,-.20292
618,5,21,1,0,66,3,521100066,Kwahu North,521,6.7349701,-.311149
1051,9,5,1,0,121,1,905100121,Talensi Nabdam,905,10.7652,-.773045
493,4,17,1,0,179,32,417100179,Nkwanta South,417,8.3928404,.41369501
952,8,11,3,3,69,11,811303069,Tamale North,811,9.5459404,-.835545
248,3,1,2,0,425,18,301200425,Weija (Ga South),301,5.5739598,-.30324
700,6,14,3,5,189,15,614305189,KMA  -  Oforikrom,614,6.6855102,-1.58119
54,1,7,1,0,138,1,107100138,Mpohor-Wassa East,107,5.42623,-1.6329499
380,3,10,1,0,185,1,310100185,Dangbe East,310,5.9670801,.47298899
669,6,12,1,0,55,15,612100055,Bosumtwi,612,6.5402098,-1.4783601
605,5,18,2,0,33,1,518200033,Kwahu West,518,6.4990101,-.69303501
921,8,8,1,0,63,1,808100063,Nanumba North,808,8.9479599,-.19314399
1190,10,9,1,0,64,5,1009100064,Lawra,1009,10.652,-2.8805101
440,4,8,2,0,416,55,408200416,Ho,408,6.78089,.41057301
314,3,4,3,7,16,1,304307016,AMA  - Ayawaso Central,304,5.5744901,-.21148001
1098,9,9,2,0,241,24,909200241,Bawku Municipal,909,11.0599,-.236935
163,2,6,1,0,140,25,206100140,Gomoa West,206,5.4208298,-.84777999
419,4,6,1,0,159,1,406100159,North Tongu,406,6.1174998,.440615
534,5,5,2,0,183,1,505200183,Akwapim South,505,5.8594699,-.281753
1158,10,6,1,0,3,1,1006100003,Jirapa,1006,10.4559,-2.8055999
401,4,3,1,0,225,1,403100225,Ketu South,403,6.1552501,1.11257
934,8,10,2,0,141,20,810200141,Yendi,810,9.4174995,-.27914399
1189,10,9,1,0,49,4,1009100049,Lawra,1009,10.6511,-2.7216101
591,5,15,1,0,17,3,515100017,Akyemansa,515,6.0063701,-1.03743
278,3,4,3,1,8,2,304301008,AMA  -  Ablekuma South,304,5.5215302,-.278133
850,7,15,2,0,259,1,715200259,Techiman,715,7.6435099,-2.0625701
1147,10,5,1,0,45,1,1005100045,Nadowli,1005,10.3002,-2.23193
328,3,4,3,9,228,5,304309228,AMA  - Ablekuma North,304,5.59864,-.256275
1100,9,9,2,0,272,24,909200272,Bawku Municipal,909,11.0445,-.274326
715,6,14,3,7,215,6,614307215,KMA   -  Manhyia,614,6.7456398,-1.58917
139,2,3,1,0,109,1,203100109,Abura / Asebu / Kwamankese,203,5.1367698,-1.20214
132,2,2,3,2,24,1,202302024,Cape Coast   North,202,5.1230998,-1.27645
256,3,2,2,0,14,1,302200014,Ga West,302,5.5740499,-.282083
575,5,13,2,0,65,1,513200065,East Akim,513,6.1651101,-.390948
657,6,9,1,0,88,11,609100088,Asante Akim South,609,6.47716,-1.08636
586,5,14,1,0,182,1,514100182,Kwaebibirem,514,6.09095,-.96683502
362,3,8,3,1,131,4,308301131,Tema West,308,5.6438098,-.060516
529,5,5,2,0,37,1,505200037,Akwapim South,505,5.8057699,-.3488
262,3,2,2,0,274,21,302200274,Ga West,302,5.6503701,-.26855001
323,3,4,3,9,46,2,304309046,AMA  - Ablekuma North,304,5.5711002,-.26444
994,8,19,1,0,78,1,819100078,East Mamprusi,819,10.4632,.013434
1144,10,5,1,0,9,2,1005100009,Nadowli,1005,10.212,-2.6487401
1034,9,4,2,0,70,7,904200070,Bolgatanga,904,10.7806,-.85892701
738,6,16,1,0,161,26,616100161,Ahafo Ano South,616,7.0016999,-1.95288
711,6,14,3,7,54,2,614307054,KMA   -  Manhyia,614,6.7033,-1.62082
1007,9,1,1,0,42,1,901100042,Builsa,901,10.5857,-1.22879
427,4,8,2,0,57,1,408200057,Ho,408,6.5139999,.32020599
10,1,2,1,0,33,10,102100033,Ellembelle,102,4.9358501,-2.3550799
520,5,4,1,0,8,1,504100008,Suhum / Kraboa Coaltar,504,5.8736501,-.51291198
756,6,21,1,0,132,17,621100132,Sekyere South,621,7.0523701,-1.51718
127,2,1,2,0,178,30,201200178,Komenda / Edina / Eguafo / Abirem,201,5.1866002,-1.42535
956,8,11,3,3,195,26,811303195,Tamale North,811,9.4528904,-.85622001
84,1,12,1,0,9,1,112100009,Aowin Suaman,112,5.4282498,-2.70855
1053,9,5,1,0,157,1,905100157,Talensi Nabdam,905,10.79,-.62834901
1192,10,9,1,0,85,1,1009100085,Lawra,1009,10.7447,-2.7175601
895,8,2,1,0,148,1,802100148,Sawla / Tuna / Kalba,802,9.6912003,-2.4903901
602,5,17,1,0,108,17,517100108,Atiwa,517,6.3761401,-.54099101
929,8,9,1,0,126,1,809100126,Zabzugu Tatali,809,9.3347397,.50510502
609,5,19,1,0,27,1,519100027,Kwahu South,519,6.5396299,-.75877202
707,6,14,3,6,183,1,614306183,KMA   - Asawase,614,6.70122,-1.6084
577,5,13,2,0,129,16,513200129,East Akim,513,6.1656599,-.55759901
384,4,1,1,0,124,1,401100124,South Tongu,401,6.0625601,.66790903
20,1,4,1,0,104,19,104100104,Ahanta West,104,4.88377,-1.96324
543,5,7,2,0,76,1,507200076,New Juaben Municipal,507,6.0876398,-.26209801
664,6,10,2,0,210,18,610200210,Asante Akim North,610,6.7982101,-1.08034
947,8,11,3,2,130,11,811302130,Tamale Central,811,9.4013901,-.87778598
567,5,11,1,0,178,1,511100178,Upper Manya Krobo,511,6.4685102,-.105113
192,2,10,1,0,49,6,210100049,Agona East,210,5.60325,-.635333
187,2,9,2,0,196,16,209200196,Awutu Senya,209,5.6549702,-.58160001
235,2,17,1,0,51,1,217100051,Upper Denkyira West,217,6.1485901,-2.14797
389,4,2,2,0,118,13,402200118,Keta Municipal,402,5.87781,.984869
421,4,6,1,0,215,23,406100215,North Tongu,406,6.2561998,.13669001
630,6,2,1,0,73,17,602100073,Amansie West,602,6.3182902,-1.97701
625,5,21,1,0,309,1,521100309,Kwahu North,521,7.0436401,-.090306997
363,3,8,3,2,3,2,308302003,Tema East,308,5.6423602,.02454
876,7,20,1,0,99,1,720100099,Pru,720,8.1152601,-.74062002
804,7,6,1,0,109,12,706100109,Tano South,706,7.17553,-2.0654299
513,5,3,2,0,99,15,503200099,West Akim,503,5.7595801,-.60414201
726,6,14,3,10,51,2,614310051,KMA   -  Bantama,614,6.7007599,-1.64143
1161,10,6,1,0,40,4,1006100040,Jirapa,1006,10.6955,-2.3831201
604,5,17,1,0,171,27,517100171,Atiwa,517,6.4759302,-.64855498
877,7,20,1,0,131,18,720100131,Pru,720,8.2263098,-.658912
866,7,18,1,0,114,11,718100114,Atebubu Amantin,718,7.7482901,-.98229498
622,5,21,1,0,218,1,521100218,Kwahu North,521,7.1275501,-.45937499
250,3,1,2,0,497,18,301200497,Weija (Ga South),301,5.5861301,-.32710999
977,8,15,1,0,56,9,815100056,Gushiegu,815,9.8671303,-.29927
110,1,16,1,0,27,4,116100027,Juabeso,116,6.2126598,-2.7665401
351,3,6,2,0,279,5,306200279,Ledzokuku / Krowor,306,5.6027498,-.120467
506,5,2,2,0,102,12,502200102,Birim  Central Municipal,502,5.9035602,-.88042498
624,5,21,1,0,278,26,521100278,Kwahu North,521,7.0452499,-.080398999
319,3,4,3,8,36,1,304308036,AMA - Okaikoi South,304,5.5770502,-.246333
517,5,3,2,0,236,21,503200236,West Akim,503,5.8598399,-.67440099
539,5,6,1,0,148,1,506100148,Akwapim North,506,6.01122,-.139763
1154,10,5,1,0,130,21,1005100130,Nadowli,1005,10.395,-2.5215199
1096,9,9,2,0,210,24,909200210,Bawku Municipal,909,11.0355,-.25589299
483,4,16,1,0,57,4,416100057,Krachi West,416,7.89886,.0050980002
574,5,13,2,0,59,6,513200059,East Akim,513,6.1838002,-.36269599
397,4,3,1,0,97,9,403100097,Ketu South,403,6.1258702,1.19617
504,5,2,2,0,50,1,502200050,Birim  Central Municipal,502,5.7579298,-.79650098
1179,10,8,1,0,18,3,1008100018,Lambussie Karni,1008,10.8488,-2.5081601
582,5,14,1,0,55,7,514100055,Kwaebibirem,514,6.0387802,-.80790001
790,7,4,2,0,20,2,704200020,Dormaa Municipal,704,6.9594402,-3.0343599
1054,9,5,1,0,174,1,905100174,Talensi Nabdam,905,10.8516,-.70345998
191,2,10,1,0,38,1,210100038,Agona East,210,5.59238,-.66543299
1115,10,2,2,0,8,1,1002200008,Wa Municipal,1002,9.9612799,-2.4410501
40,1,5,3,4,1,1,105304001,Sekondi-Takoradi  - Essikadu  -Ketan,105,4.9375401,-1.7521501
1075,9,8,1,0,59,1,908100059,Garu Tempane,908,10.8517,-.058090001
1180,10,8,1,0,31,5,1008100031,Lambussie Karni,1008,10.8513,-2.7090099
886,7,22,2,0,81,6,722200081,Kintampo,722,8.16784,-1.68989
509,5,2,2,0,195,16,502200195,Birim  Central Municipal,502,5.9354401,-.985277
861,7,17,1,0,102,17,717100102,Nkoranza North,717,7.77705,-1.70145
754,6,21,1,0,50,8,621100050,Sekyere South,621,6.9358602,-1.48791
242,3,1,2,0,205,12,301200205,Weija (Ga South),301,5.5462899,-.41639999
108,1,15,1,0,178,31,115100178,Sefwi Bibiani-Ahwiaso Bekwai,115,6.4647002,-2.3164799
490,4,17,1,0,79,1,417100079,Nkwanta South,417,8.1978502,.18887401
1042,9,4,2,0,192,1,904200192,Bolgatanga,904,10.8226,-.93617201
1188,10,9,1,0,37,1,1009100037,Lawra,1009,10.6304,-2.8910601
716,6,14,3,8,31,1,614308031,KMA     -  Old Tafo,614,6.7123599,-1.61321
1160,10,6,1,0,28,3,1006100028,Jirapa,1006,10.5697,-2.5153
1139,10,4,1,0,45,12,1004100045,Sissala East,1004,10.6638,-1.95157
987,8,18,1,0,50,1,818100050,Bunkpurugu Yonyo,818,10.4755,-.131382
457,4,11,2,0,164,35,411200164,Hohoe,411,7.1591702,.47580701
1038,9,4,2,0,132,7,904200132,Bolgatanga,904,10.8016,-.88617599
93,1,13,1,0,44,3,113100044,Sefwi Akontobra,113,6.03965,-2.87307
801,7,6,1,0,17,4,706100017,Tano South,706,7.09167,-2.0336101
23,1,5,3,1,35,3,105301035,Sekondi-Takoradi  -  Kwesimintsim,105,4.9179902,-1.77116
464,4,11,2,0,335,51,411200335,Hohoe,411,7.22578,.56123197
727,6,14,3,10,91,3,614310091,KMA   -  Bantama,614,6.7167101,-1.63956
845,7,15,2,0,115,14,715200116,Techiman,715,7.5850301,-1.93296
548,5,7,2,0,234,1,507200234,New Juaben Municipal,507,6.1401801,-.35905901
1040,9,4,2,0,163,7,904200163,Bolgatanga,904,10.812,-.83237898
1088,9,9,2,0,65,1,909200065,Bawku Municipal,909,10.8895,-.33918899
1002,8,20,1,0,166,28,820100166,West Mamprusi,820,10.3545,-.79784501
165,2,6,1,0,209,45,206100209,Gomoa West,206,5.5001202,-.85390699
1156,10,5,1,0,154,25,1005100154,Nadowli,1005,10.3717,-2.66696
668,6,11,2,0,203,1,611200203,Ejisu Juaben,611,7.48912,-1.71965
96,1,14,1,0,29,8,114100029,Sefwi Wiawso,114,6.2116098,-2.45628
1057,9,6,1,0,37,3,906100037,Bongo,906,10.9136,-.81156898
560,5,10,1,0,78,1,510100078,Asuogyaman,510,6.3218899,.16076399
98,1,14,1,0,89,18,114100089,Sefwi Wiawso,114,6.2916899,-2.41835
985,8,17,1,0,69,1,817100069,Chereponi,817,10.2056,.23258001
748,6,19,1,0,210,1,619100210,Afigya Kwabre,619,6.9917002,-1.57383
659,6,9,1,0,175,1,609100175,Asante Akim South,609,6.6269202,-1.00405
33,1,5,3,2,29,1,105302029,Sekondi-Takoradi  -  Takoradi,105,4.8884001,-1.75363
975,8,15,1,0,11,1,815100011,Gushiegu,815,9.7023296,-.34560701
1043,9,4,2,0,210,1,904200210,Bolgatanga,904,10.8339,-.833565
522,5,4,1,0,92,11,504100092,Suhum / Kraboa Coaltar,504,5.99755,-.56628698
732,6,15,1,0,100,20,615100100,Atwima Nwabiagya,615,6.7144899,-1.72351
528,5,5,2,0,7,1,505200007,Akwapim South,505,5.8054199,-.35494
906,8,5,1,0,97,15,805100097,East Gonja,805,8.5314398,-.49472699
872,7,19,1,0,138,15,719100138,Sene,719,7.7921901,-.34006301
343,3,5,2,0,248,13,305200248,Adenta,305,5.7444301,-.152192
49,1,6,1,0,92,15,106100092,Shama,106,5.0784702,-1.6568
1031,9,4,2,0,30,2,904200030,Bolgatanga,904,10.7872,-.82517099
781,7,2,2,0,119,7,702200119,Asunafo North,702,6.8063102,-2.5190401
104,1,15,1,0,46,7,115100046,Sefwi Bibiani-Ahwiaso Bekwai,115,6.2304001,-2.2688701
735,6,15,1,0,209,36,615100209,Atwima Nwabiagya,615,6.8000102,-1.71275
164,2,6,1,0,170,36,206100170,Gomoa West,206,5.4208298,-.84777999
940,8,11,3,1,40,7,811301040,Tamale South,811,9.4808302,-.88155001
581,5,14,1,0,7,1,514100007,Kwaebibirem,514,5.9801202,-.93538201
46,1,6,1,0,13,2,106100013,Shama,106,4.9750199,-1.6485
405,4,4,1,0,107,10,404100107,Ketu North,404,6.21945,1.03767
1136,10,4,1,0,9,2,1004100009,Sissala East,1004,10.488,-1.78889
941,8,11,3,1,50,9,811301050,Tamale South,811,9.43402,-.85329998
589,5,14,1,0,273,30,514100273,Kwaebibirem,514,6.2438598,-.96972901
481,7,16,1,0,148,17,716100148,NKORANZA SOUTH,716,7.5679002,-1.7109801
930,8,10,2,0,13,1,810200013,Yendi,810,9.2925701,-.20059299
344,3,6,2,0,24,1,306200024,Ledzokuku / Krowor,306,5.5792999,-.105667
765,6,24,1,0,162,1,624100162,Sekyere Afram Plains,624,7.1559701,-.92774802
1058,9,6,1,0,63,8,906100063,Bongo,906,10.8797,-.87092298
81,1,11,1,0,146,16,111100146,Wassa Amenfi West,111,5.8088398,-2.4363999
487,4,17,1,0,1,1,417100001,Nkwanta South,417,7.9506001,.49272099
1033,9,4,2,0,55,7,904200055,Bolgatanga,904,10.7649,-.87208903
612,5,19,1,0,102,1,519100102,Kwahu South,519,6.50281,.149462
590,5,14,1,0,335,1,514100335,Kwaebibirem,514,6.3439398,-.875687
615,5,20,1,0,79,17,520100079,Kwahu East,520,6.6547899,-.66520399
885,7,22,2,0,39,3,722200039,Kintampo,722,8.0468998,-1.72966
56,1,8,2,0,36,1,108200036,Tarkwa Nsuaem,108,5.0647802,-2.1330199
974,8,14,1,0,110,1,814100110,Karaga,814,10.1799,-.33483601
1121,10,2,2,0,68,10,1002200068,Wa Municipal,1002,10.391,-2.33494
205,2,12,1,0,100,9,212100100,Asikuma / Odoben  / Brakwa,212,5.64007,-.88623297
945,8,11,3,2,73,7,811302073,Tamale Central,811,9.38486,-.84977001
125,2,1,2,0,146,22,201200146,Komenda / Edina / Eguafo / Abirem,201,5.5557299,-1.19581
207,2,12,1,0,147,12,212100147,Asikuma / Odoben  / Brakwa,212,5.6998,-.89038301
693,6,14,3,4,67,1,614304067,Asokwa(Atonso),614,6.6477098,-1.59311
409,4,5,1,0,48,1,405100048,Akatsi,405,6.0978699,.83140898
327,3,4,3,9,191,5,304309191,AMA  - Ablekuma North,304,5.5917902,-.255784
148,2,4,2,0,188,1,204200188,Mfantsiman,204,5.3250198,-.91801703
67,1,9,1,0,154,16,109100154,Prestea / Huni Valley,109,5.5180602,-1.86608
1118,10,2,2,0,39,10,1002200039,Wa Municipal,1002,10.0508,-2.5039999
1013,9,1,1,0,139,1,901100139,Builsa,901,10.7008,-1.27678
655,6,8,1,0,97,1,608100097,Bosome Freho,608,6.4429302,-1.4405
88,1,12,1,0,145,21,112100145,Aowin Suaman,112,5.8284001,-2.8178799
454,4,11,2,0,115,22,411200115,Hohoe,411,7.5372,.480369
1060,9,6,1,0,98,15,906100098,Bongo,906,10.9517,-.779962
1078,9,8,1,0,121,10,908100121,Garu Tempane,908,10.8875,-.192701
237,3,1,2,0,8,3,301200008,Weija (Ga South),301,5.48879,-.37213999
1029,9,3,1,0,142,1,903100142,Kasena Nankana East,903,10.9829,-.95230401
1112,10,1,1,0,96,1,1001100096,Wa West,1001,10.0489,-2.5118699
595,5,15,1,0,162,22,515100162,Akyemansa,515,6.1999302,-1.1195
480,4,15,1,0,176,12,415100176,Krachi East,415,8.0712795,.176367
1056,9,6,1,0,19,1,906100019,Bongo,906,10.8599,-.84368801
442,4,9,1,0,48,7,409100048,South Dayi,409,6.6006799,.166486
594,5,15,1,0,110,16,515100110,Akyemansa,515,6.15275,-1.05598
828,7,11,1,0,122,24,711100122,Jaman South,711,7.6907501,-2.7855
1059,9,6,1,0,80,12,906100080,Bongo,906,10.9065,-.90326399
592,5,15,1,0,40,5,515100040,Akyemansa,515,5.9962101,-1.05512
227,2,15,1,0,143,1,215100143,Twifo / Heman / Lower Denkyira,215,5.61164,-1.54198
536,5,6,1,0,45,6,506100045,Akwapim North,506,5.9347801,-.072039999
936,8,10,2,0,217,22,810200217,Yendi,810,9.4388304,.0039710002
553,5,8,1,0,147,1,508100147,Yilo Krobo,508,6.18329,-.26951
281,3,4,3,1,117,10,304301117,AMA  -  Ablekuma South,304,5.5360498,-.223083
561,5,10,1,0,115,1,510100115,Asuogyaman,510,6.36414,.057647001
673,6,13,1,0,92,24,613100092,Atwima Kwanwoma,613,6.62362,-1.65142
396,4,3,1,0,72,9,403100072,Ketu South,403,6.1105099,1.19327
1125,10,2,2,0,106,10,1002200106,Wa Municipal,1002,10.0702,-2.49931
617,5,21,1,0,28,1,521100028,Kwahu North,521,6.7006302,-.023638999
277,3,3,2,0,425,20,303200425,Ga East,303,5.7462502,-.17055
50,1,7,1,0,13,1,107100013,Mpohor-Wassa East,107,4.9691401,-1.89189
555,5,9,1,0,14,2,509100014,Lower Manya Krobo,509,6.1012101,.128282
307,3,4,3,5,162,5,304305162,AMA   - La,304,5.5651798,-.15995
736,6,16,1,0,34,1,616100034,Ahafo Ano South,616,6.7850699,-1.89425
21,1,4,1,0,132,22,104100132,Ahanta West,104,4.9051299,-1.85065
1101,9,9,2,0,288,24,909200288,Bawku Municipal,909,11.0693,-.236835
160,2,6,1,0,51,4,206100051,Gomoa West,206,5.3385,-.76106697
1183,10,8,1,0,67,1,1008100067,Lambussie Karni,1008,10.9229,-2.7195599
1129,10,3,1,0,18,1,1003100018,Wa East,1003,9.8121004,-2.26561
331,3,4,3,10,102,3,304310102,AMA  -  Okai Koi North,304,5.60043,-.239461
1066,9,7,1,0,71,12,907100071,Bawku West,907,10.8836,-.56108803
723,6,14,3,9,82,3,614309082,KMA   - Suame,614,6.7350302,-1.61377
981,8,16,1,0,22,1,816100022,Saboba,816,9.6336298,.28211001
446,4,10,1,0,57,10,410100057,Norh Dayi (Kpando),410,6.9094,.288185
991,8,18,1,0,181,1,818100181,Bunkpurugu Yonyo,818,10.6249,-.18871
403,4,4,1,0,29,1,404100029,Ketu North,404,6.1010599,.913589
492,4,17,1,0,145,22,417100145,Nkwanta South,417,8.3208303,.293874
451,4,11,2,0,34,1,411200034,Hohoe,411,6.9971399,.294285
631,6,2,1,0,133,30,602100133,Amansie West,602,6.5513101,-1.67594
1035,9,4,2,0,86,7,904200086,Bolgatanga,904,10.7791,-.85364598
1172,10,7,1,0,13,1,1007100013,Sissala West,1007,10.7716,-2.4467299
128,2,2,3,1,14,1,202301014,Cape Coast   South,202,5.1015,-1.24813
35,1,5,3,2,78,1,105302078,Sekondi-Takoradi  -  Takoradi,105,4.9007502,-1.75359
683,6,14,3,2,64,9,614302064,KMA   - Nhyiaeso,614,6.6594601,-1.62047
540,5,6,1,0,186,1,506100186,Akwapim North,506,6.0373602,-.14476299
753,6,20,1,0,190,27,620100190,Kwabre  East,620,6.8477302,-1.46557
844,7,15,2,0,89,14,715200089,Techiman,715,7.57796,-1.9288599
311,3,4,3,6,102,3,304306102,AMA  - Ayawaso East,304,5.5867701,-.20361
705,6,14,3,6,101,1,614306101,KMA   - Asawase,614,6.6963902,-1.61009
518,5,3,2,0,252,1,503200252,West Akim,503,5.9223599,-.67668802
198,2,11,2,0,101,3,211200101,Agona West,211,5.5403199,-.69488299
415,4,6,1,0,22,1,406100022,North Tongu,406,6.0191798,.36898699
377,3,10,1,0,14,3,310100014,Dangbe East,310,5.7930698,.370388
326,3,4,3,9,155,6,304309155,AMA  - Ablekuma North,304,5.5874,-.25103301
186,2,9,2,0,168,10,209200168,Awutu Senya,209,5.57377,-.446033
767,6,25,1,0,71,8,625100071,Sekyere Central,625,7.0467401,-1.35428
961,8,12,1,0,148,1,812100148,Tolon Kumbugu,812,9.5527201,-.9461
276,3,3,2,0,371,11,303200371,Ga East,303,5.6911602,-.24839699
257,3,2,2,0,50,4,302200050,Ga West,302,5.6092,-.2694
428,4,8,2,0,93,14,408200093,Ho,408,6.5676699,.40244901
708,6,14,3,6,223,9,614306223,KMA   - Asawase,614,6.7042699,-1.58766
1045,9,5,1,0,17,3,905100017,Talensi Nabdam,905,10.6849,-.66992998
679,6,14,3,1,183,17,614301183,KMA    - Kwadaso,614,6.6989698,-1.6888601
150,2,4,2,0,250,1,204200250,Mfantsiman,204,5.35955,-1.05678
1108,10,1,1,0,48,1,1001100048,Wa West,1001,10.0489,-2.5118699
279,3,4,3,1,44,10,304301044,AMA  -  Ablekuma South,304,5.5249801,-.23427001
1197,10,9,1,0,145,1,1009100145,Lawra,1009,10.8586,-2.7797101
531,5,5,2,0,101,1,505200101,Akwapim South,505,5.7814598,-.33523399
551,5,8,1,0,66,5,508100066,Yilo Krobo,508,6.1152601,-.019517001
413,4,5,1,0,154,1,405100154,Akatsi,405,6.3210101,.81489998
367,3,8,3,2,148,4,308302148,Tema East,308,5.65412,-.01152
283,3,4,3,1,190,11,304301190,AMA  -  Ablekuma South,304,5.5370302,-.22942799
225,2,15,1,0,96,1,215100096,Twifo / Heman / Lower Denkyira,215,5.61164,-1.54198
689,6,14,3,3,151,6,614303151,KMA   -  Subin,614,6.68712,-1.61586
1071,9,7,1,0,154,1,907100154,Bawku West,907,10.926,-.485623
963,8,12,1,0,219,29,812100219,Tolon Kumbugu,812,9.5578604,-.94406801
60,1,8,2,0,146,24,108200146,Tarkwa Nsuaem,108,5.3120599,-1.99633
954,8,11,3,3,129,20,811303129,Tamale North,811,9.4211197,-.83713001
143,2,4,2,0,44,5,204200044,Mfantsiman,204,5.2010198,-1.07688
888,7,22,2,0,63,1,722200063,Kintampo NORTH,722,8.0786896,-1.6306601
83,1,11,1,0,207,26,111100207,Wassa Amenfi West,111,6.0359902,-2.2855101
386,4,2,2,0,22,4,402200022,Keta Municipal,402,5.7761698,.821769
759,6,22,2,0,154,19,622200154,Mampong Municipal,622,7.2586398,-1.42448
484,4,16,1,0,91,9,416100091,Krachi West,416,8.0478802,-.152923
768,6,26,1,0,4,1,626100004,Ejura Sekye Dumasi,626,7.1902699,-1.5640399
455,4,11,2,0,132,1,411200132,Hohoe,411,7.6008301,.48253599
472,4,14,1,0,21,1,414100021,Kadjebi,414,7.6010098,.48304999
1149,10,5,1,0,69,1,1005100069,Nadowli,1005,10.2389,-2.5734301
1089,9,9,2,0,83,1,909200083,Bawku Municipal,909,10.9608,-.18788201
851,7,15,2,0,270,25,715200270,Techiman,715,7.64013,-1.90168
189,2,9,2,0,250,1,209200250,Awutu Senya,209,5.7163801,-.57861698
424,4,7,1,0,42,7,407100042,Adaklu Anyigbe,407,6.4191999,.73843801
491,4,17,1,0,122,18,417100122,Nkwanta South,417,8.2617397,.52289599
130,2,2,3,1,64,1,202301064,Cape Coast   South,202,5.1089401,-1.23989
423,4,7,1,0,8,1,407100008,Adaklu Anyigbe,407,6.3857799,.53285003
325,3,4,3,9,119,4,304309119,AMA  - Ablekuma North,304,5.5896902,-.27015001
1049,9,5,1,0,95,15,905100095,Talensi Nabdam,905,10.7756,-.63436502
473,4,14,1,0,55,6,414100055,Kadjebi,414,7.7257099,.55020702
447,4,10,1,0,103,18,410100103,Norh Dayi (Kpando),410,7.2258101,.56123102
406,4,4,1,0,118,1,404100118,Ketu North,404,6.2438898,1.01684
488,4,17,1,0,29,4,417100029,Nkwanta South,417,8.0026999,.55898702
162,2,6,1,0,109,1,206100109,Gomoa West,206,5.4863501,-.711191
846,7,15,2,0,143,14,715200143,Techiman,715,7.5849099,-1.93302
1006,9,1,1,0,24,1,901100024,Builsa,901,10.443731,-1.3194906
587,5,14,1,0,228,20,514100228,Kwaebibirem,514,6.1693501,-.66762602
97,1,14,1,0,77,15,114100077,Sefwi Wiawso,114,6.2278199,-2.4847
320,3,4,3,8,72,1,304308072,AMA - Okaikoi South,304,5.5741301,-.234567
390,4,2,2,0,139,15,402200139,Keta Municipal,402,5.9442601,.85299897
1086,9,9,2,0,29,1,909200029,Bawku Municipal,909,10.6648,-1.27395
240,3,1,2,0,132,12,301200132,Weija (Ga South),301,5.5303202,-.41062
